thai,phone
กระดูกแข็ง,kra-1 dUk2 KyN5
กระดูกคอ,
กระดูกค่าง,
กระดูกงู,
กระดูกเชิงกราน,kra-1 dUk2 CZN1 krAn1
กระดูกซี่โครง,
กระดูกดำ,
กระดูกเทอร์บิเนต,
กระดูกแทบออกนอกเนื้อ,
กระดูกนำเสียง,
กระดูกพรุน,
กระดูกร้องได้,
กระดูกสฟีนอยด์,
กระดูกสันหลัง,kra-1 dUk2 san5 laN5
กระดูกหน้าผาก,
กระดูกเหล็ก,kra-1 dUk2 lek2
กระดูกโหนกแก้ม,
กระดูกอ่อน,kra-1 dUk2 ?Xn2
กระดูกอึ่ง,
กระเดก,
กระเด้ง,kra-1 deN3
กระเด็น,kra-1 den1
กระเด้า,kra-1 daw3
กระเด้าดิน,
กระเด้าลม,
กระเดาะ,
กระเดาะปาก,
กระเดิด,
กระเดิด ๆ,
กระเดี้ย,kra-1 dJ-3
กระเดียด,kra-1 dJt2
กระเดือก,kra-1 dWk2
กระเดือก ๆ,
กระเดื่อง,kra-1 dWN2
กระแด็ก,
กระแด๊ก,
กระแด็ก ๆ,
กระแด้ง,
กระแด้แร่,
กระแด่ว,
กระแด่ว ๆ,
กระแด่วๆ,
กระแดะ,kra-1 dy?2
กระแดะกระแด๋,kra-1 dy?2 kra-1 dY-5
กระโด,
กระโดก,
กระโดกกระเดก,kra-1 dOk2 kra-1 dEk2
กระโดง,kra-1 dON1
กระโดงคาง,
กระโดงแดง,
กระโดด,kra-1 dOt2
กระโดดไกล,kra-1 dOt2 klaj1
กระโดดร่ม,kra-1 dOt2 rom3
กระโดดโลดเต้น,kra-1 dOt2 lOt3 ten3
กระโดดสูง,kra-1 dOt2 sUN5
กระโดน,kra-1 dOn1
กระโดนดิน,
กระใด,kra-1 daj1
กระได,kra-1 daj1
กระไดแก้ว,
กระไดลิง,
กระตรกกระตรำ,
กระตร้อ,
กระตรับ,
กระตราก,
กระตรุด,
กระตรุม,
กระต้วมกระเตี้ยม,
กระต้อ,
กระต่องกระแต่ง,
กระต๊อบ,kra-1 tXp4
กระต้อยตีวิด,
กระตัก,
กระตั้ว,kra-1 tR-3
กระตั้วแทงเสือ,
กระต่าย,kra-1 tAj2
กระต่ายแก่แม่ปลาช่อน,
กระต่ายขาเดียว,
กระต่ายขูด,
กระต่ายขูดมะพร้าว,kra-1 tAj2 KUt2 ma?4 PrAw4
กระต่ายจันทร์,
กระต่ายจาม,
กระต่ายจีน,
กระต่ายชมจันทร์,kra-1 tAj2 Com1 can1
กระต่ายต้องแร้ว,
กระต่ายตื่นตูม,kra-1 tAj2 tVn2 tUm1
กระต่ายเต้น,
กระต่ายป่า,kra-1 tAj2 pA-2
กระต่ายสามขา,kra-1 tAj2 sAm5 KA-5
กระต่ายหมายจันทร์,kra-1 tAj2 mAj5 can1
กระติก,kra-1 tik2
กระติกน้ำแข็ง,
กระติกนำร้อน,
กระติกน้ำร้อน,kra-1 tik2 nAm4 rXn4
กระติ๊ด,
กระติ๊ดเดียว,
กระติ๊ดหนึ่ง,
กระติบ,kra-1 tip2
กระติ๊บ,
กระตือรือร้น,kra-1 tV-1 rV-1 ron4
กระตุก,kra-1 tuk2
กระตุกกระติก,kra-1 tuk2 kra-1 tik2
กระตุกหนวดเสือ,
กระตุ้งกระติ้ง,kra-1 tuN3 kra-1 tiN3
กระตุ่น,
กระตุ้น,kra-1 tun3
กระตุ้นเตือน,kra-1 tun3 tWn1
กระตูบ,
กระเตง,kra-1 tEN1
กระเต็น,kra-1 ten1
กระเตอะ,
กระเตาะ,
กระเตาะกระแตะ,
กระเตื้อง,kra-1 tWN3
กระแต,kra-1 tY-1
กระแตแต้แว้ด,
กระแตไต่ไม้,
กระแตวับ,
กระแตเวียน,
กระแตแว้ด,
กระโตกกระตาก,kra-1 tOk2 kra-1 tAk2
กระโตงกระเตง,
กระโตน,
กระไตร,
กระถด,kra-1 Tot2
กระถอบ,
กระถั่ว,
กระถาง,kra-1 TAN5
กระถางดอกไม้,
กระถางต้นไม้,kra-1 TAN5 ton3 mAj4
กระถางธูป,kra-1 TAN5 TUp3
กระถิก,
กระถิน,kra-1 Tin5
กระถินเทศ,kra-1 Tin5 TEt3
กระถินนา,kra-1 Tin5 nA-1
กระถินพิมาน,
กระถินหอม,
กระถึก,
กระเถิบ,kra-1 TZp2
กระโถน,kra-1 TOn5
กระโถนท้องพระโรง,kra-1 TOn5 TXN4 Pra-4 rON1
กระโถนปากแตร,kra-1 TOn5 pAk2 trY-1
กระโถนฤๅษี,
กระทก,kra-1 Tok4
กระทง,kra-1 ToN1
กระทงความ,kra-1 ToN1 KwAm1
กระทงเจิม,
กระทงแถลง,
กระทงทอง,
กระทงน้อย,
กระทงนา,kra-1 ToN1 nA-1
กระทงป่า,kra-1 ToN1 pA-2
กระทงเพชร,kra-1 ToN1 Pet4
กระทงลาย,kra-1 ToN1 lAj1
กระทงหยิบ,
กระทงเหิน,
กระทด,kra-1 Tot4
กระทดกระทวย,
กระทดกระทัน,
กระทบ,kra-1 Top4
กระทบกระทั่ง,kra-1 Top4 kra-1 TaN3
กระทบกระเทียบ,kra-1 Top4 kra-1 TJp3
กระทบกระเทือน,kra-1 Top4 kra-1 TWn1
กระทบกระเทือนใจ,
กระทบกระแทก,kra-1 Top4 kra-1 TYk3
กระทบใจ,kra-1 Top4 caj1
กระทบไหล่,kra-1 Top4 laj2
กระทรวง,kra-1 sRN1
กระทรวงกลาโหม,kra-1 sRN1 ka-2 lA-1 hOm5
กระทรวงการคลัง,kra-1 sRN1 kAn1 KlaN1
กระทรวงการต่างประเทศ,kra-1 sRN1 kAn1 tAN2 pra-1 TEt3
กระทรวงเกษตรและสหกรณ์,kra-1 sRN1 ka-2 sEt2 ly?4 sa-1 ha-2 kXn1
กระทรวงเกษตรฯ,kra-1 sRN1 ka-2 sEt2
กระทรวงคมนาคม,kra-1 sRN1 Ka-4 ma-4 nA-1 Kom1
กระทรวงพาณิชย์,kra-1 sRN1 PA-1 nit4
กระทรวงมหาดไทย,kra-1 sRN1 ma-4 hAt2 Taj1
กระทรวงยุติธรรม,kra-1 sRN1 jut4 ti?2 Tam1
กระทรวงแรงงานและสวัสดิการสังคม,kra-1 sRN1 rYN1 NAn1 ly?4 sa-1 wat2 di?2 kAn1 saN5 Kom1
กระทรวงวิทย์ฯ,
กระทรวงวิทยาศาสตร์ เทคโนโลยี และสิ่งแวดล้อม,
กระทรวงศึกษาธิการ,kra-1 sRN1 svk2 sA-5 Ti?4 kAn1
กระทรวงศึกษาฯ,
กระทรวงสาธารณสุข,kra-1 sRN1 sA-5 TA-1 ra-4 na-4 suk2
กระทรวงอุตสาหกรรม,kra-1 sRN1 ?ut2 sA-5 ha?2 kam1
กระทวย,
กระทอก,
กระท้อน,kra-1 TXn4
กระท่อนกระแท่น,kra-1 TXn3 kra-1 TYn3
กระท่อม,kra-1 TXm3
กระท้อมกระแท้ม,
กระท่อมขี้หมู,
กระท่อมเลือด,
กระทะ,kra-1 Ta?4
กระทะทอง,kra-1 Ta?4 TXN1
กระทะทองแดง,
กระทะใบบัว,
กระทั่ง,kra-1 TaN3
กระทั่งติด,
กระทัดรัด,kra-1 Tat4 rat4
กระทั้น,
กระทันหัน,kra-1 Tan1 han5
กระทา,kra-1 TA-1
กระท่าง,
กระทาชาย,kra-1 TA-1 CAj1
กระทาย,
กระทายเหิน,
กระทาสี,
กระทาหอง,
กระทำ,kra-1 Tam1
กระทำการ,
กระทำความผิด,kra-1 Tam1 KwAm1 Pit2
กระทำชำเรา,
กระทำโดยเจตนา,
กระทำโดยประมาท,
กระทำผิดกฎหมาย,
กระทิกกระทวย,
กระทิง,kra-1 TiN1
กระทิงโทน,
กระทึง,
กระทืบ,kra-1 TVp3
กระทืบเท้า,
กระทืบธรณี,
กระทืบยอบ,
กระทุ,
กระทุง,kra-1 TuN1
กระทุ้ง,kra-1 TuN4
กระทุงลาย,
กระทุ้งเส้า,kra-1 TuN4 saw3
กระทุงหมาบ้า,
กระทุงเหว,
กระทุน,
กระทุ่ม,kra-1 Tum3
กระทุ่มขี้หมู,
กระทุ่มนา,
กระทุ่มน้ำ,kra-1 Tum3 nAm4
กระทุ่มหมู,
กระทู้,kra-1 TU-4
กระทู้ถาม,kra-1 TU-4 TAm5
กระเท่,kra-1 Te?3
กระเท่เร่,kra-1 Te?3 re?3
กระเทาะ,
กระเทียบ,kra-1 TJp3
กระเทียม,kra-1 TJm1
กระเทียมโทน,kra-1 TJm1 TOn1
กระเทียมหอม,
กระเทือน,kra-1 TWn1
กระเทือนใจ,kra-1 TWn1 caj1
กระเทือนซาง,
กระเทื้อม,
กระแทก,kra-1 TYk3
กระแทกกระทั้น,kra-1 TYk3 kra-1 Tan4
กระแทกแดกดัน,kra-1 TYk3 dYk2 dan1
กระแทกเสียง,kra-1 TYk3 sJN5
กระแท่น,kra-1 Tyn3
กระแทะ,kra-1 Ty?4
กระไทชาย,
กระนก,
กระนวน,
กระน่อง,
กระนั้น,kra-1 nan4
กระนี้,kra-1 nI-4
กระแนะกระแหน,kra-1 ny?4 kra-1 nY-5
กระโน้น,
กระไน,kra-1 naj1
กระบก,kra-1 bok2
กระบกคาย,
กระบถ,
กระบม,
กระบวน,kra-1 bRn1
กระบวนกระบิด,
กระบวนการ,kra-1 bRn1 kAn1
กระบวนการผลิต,
กระบวนการยุติธรรม,kra-1 bRn1 kAn1 jut4 ti?2 Tam1
กระบวนการเรียนรู้,
กระบวนความ,
กระบวนจีน,
กระบวนทัศน์,kra-1 bRn1 Tat4
กระบวนท่า,kra-1 bRn1 TA-3
กระบวนฝรั่ง,
กระบวนเพลง,
กระบวนแห่,kra-1 bRn1 hY-2
กระบวย,kra-1 bRj1
กระบวร,
กระบอก,kra-1 bXk2
กระบอกฉีด,kra-1 bXk2 CIt2
กระบอกตา,kra-1 bXk2 tA-1
กระบอกโทรศัพท์,
กระบอกปืน,kra-1 bXk2 pVn1
กระบอกเพลา,
กระบอกไม้ไผ่,
กระบอกสูบ,kra-1 bXk2 sUp2
กระบอกเสียง,kra-1 bXk2 sJN5
กระบอกหัว,
กระบอง,kra-1 bXN1
กระบองกลึง,
กระบองกัน,
กระบองเพชร,kra-1 bXN1 Pet4
กระบองราหู,
กระบะ,kra-1 ba?2
กระบัง,kra-1 baN1
กระบัด,kra-1 bat2
กระบับ,kra-1 bap2
กระบั้วกระเบี้ย,
กระบา,kra-1 bA-1
กระบ่า,kra-1 bA-2
กระบ้า,kra-1 bA-3
กระบาก,kra-1 bAk2
กระบาย,kra-1 bAj1
กระบาล,kra-1 bAn1
กระบิ,
กระบิ้ง,kra-1 biN3
กระบิด,kra-1 bit2
กระบิดกระบวน,kra-1 bit2 kra-1 bRn1
กระบิล,kra-1 bin1
กระบี่,kra-1 bI-2
กระบี่กระบอง,kra-1 bI-2 kra-1 bXN1
กระบี่ธุช,
กระบี่ลีลา,
กระบือ,kra-1 bV-1
กระบือเจ็ดตัว,
กระบุง,kra-1 buN1
กระบุงโกย,kra-1 buN1 kOj1
กระบุ่มกระบ่าม,kra-1 bum2 kra-1 bAm2
กระบู้กระบี้,
กระบูน,
กระบูนเลือด,
กระบูร,
กระเบง,kra-1 bEN1
กระเบญ,
กระเบ็ดกระบวน,
กระเบน,kra-1 bEn1
กระเบนเนื้อดำ,
กระเบนเหน็บ,kra-1 bEn1 nep2
กระเบา,kra-1 baw1
กระเบิก,
กระเบียด,kra-1 bJt2
กระเบียดกระตัก,
กระเบียดกระเสียร,kra-1 bJt2 kra-1 sJn5
กระเบียน,kra-1 bJn1
กระเบื้อง,kra-1 bWN3
กระเบื้องกาบกล้วย,
กระเบื้องเกล็ดเต่า,
กระเบื้องขนมเปียกปูน,
กระเบื้องเคลือบ,kra-1 bWN3 KlWp3
กระเบื้องซีเมนต์ใยหิน,
กระเบื้องดินเผา,kra-1 bWN3 din1 Paw5
กระเบื้องถ้วย,
กระเบื้องถ้วยกะลาแตก,
กระเบื้องปรุ,
กระเบื้องมุงหลังคา,
กระเบื้องโมเสก,
กระเบื้องยาง,kra-1 bWN3 jAN1
กระเบื้องรู,
กระเบื้องลอน,kra-1 bWN3 lXn1
กระเบื้องว่าว,
กระเบื้องหน้างัว,
กระเบื้องหน้าวัว,
กระแบ่,
กระแบก,
กระแบกงา,
กระแบะ,
กระแบะมือ,kra-1 by?2 mV-1
กระโบม,
กระปมกระปำ,
กระปมกระเปา,
กระปรอก,
กระปรอกว่าว,
กระปรี้กระเปร่า,kra-1 prI-3 kra-1 praw2
กระปอก,
กระป้อกระแป้,kra-1 pX-3 kra-1 pY-3
กระป่อง,
กระป๋อง,kra-1 pxN5
กระป๋องน้ำ,kra-1 pxN5 nAm4
กระปอดกระแปด,kra-1 pXt2 kra-1 pYt2
กระป๋อหลอ,
กระปั้วกระเปี้ย,
กระป่ำ,
กระปุก,kra-1 puk2
กระปุ๊กลุก,kra-1 puk4 luk4
กระปุกหลุก,kra-1 puk2 luk2
กระปุกออมสิน,kra-1 puk2 ?Xm1 sin5
กระปุ่ม,
กระปุ่มกระป่ำ,
กระปุ่มกระปิ่ม,
กระปูด,
กระเป๋า,kra-1 paw5
กระเป๋ากางเกง,
กระเป๋าฉีก,kra-1 paw5 CIk2
กระเป๋าเดินทาง,kra-1 paw5 dZn1 TAN1
กระเป๋าตุง,
กระเป๋าถือ,kra-1 paw5 TV-5
กระเป๋าถือสตรี,
กระเป๋าธนบัตร,
กระเป๋านักเรียน,
กระเป๋าน้ำร้อน,kra-1 paw5 nAm4 rXn4
กระเป๋าเบา,
กระเป๋าแฟบ,
กระเป๋าไฟฟ้า,kra-1 paw5 faj1 fA-4
กระเป๋ารถ,
กระเป๋ารถเมล์,
กระเป๋าสตางค์,
กระเป๋าสะพาย,kra-1 paw5 sa?2 PAj1
กระเป๋าเสื้อ,kra-1 paw5 sW-3
กระเป๋าหนัก,kra-1 paw5 nak2
กระเป๋าหิ้ว,kra-1 paw5 hiw3
กระเป๋าแห้ง,
กระเป๋าเอกสาร,kra-1 paw5 ?Ek2 ka-2 sAn5
